uuid,category,sub_category,name,title,subtitle,summary,website,merchant_editorial,rules,address,city,state,phone,latitude,longitude,detail_url;;
"c1ee5a00-ea1b-47bb-a95b-9d13fe64584f,Informal Dining and Takeaway,Dessert,Yo Way Frozen Yogurt,Up to $20,""Buy one, get one free"",One complimentary FROZEN YOGURT when another FROZEN YOGURT of equal or greater value is purchased,https://yoway.com.au/,,,""Kessels Road, Upper Mount Gravatt QLD 4122, Australia"",Upper Mount Gravatt,QLD,+61395797493,-37.868489612985655,145.24087917243313,https://www.entertainment.com.au/offer-details/c1ee5a00-ea1b-47bb-a95b-9d13fe64584f";;
"04281be0-f289-4f03-89a1-cf110ed55abf,Informal Dining and Takeaway,Takeaway,Milksha - Queensland,Up to $10,Enjoy 25% off,25% off the TOTAL BILL,https://milksha.com.au/,,,""Shop 3, 14 Zamia Street, Sunnybank QLD 4109, Australia"",Sunnybank,QLD,,-27.5704469769992,153.06213249123,https://www.entertainment.com.au/offer-details/04281be0-f289-4f03-89a1-cf110ed55abf";;
"f0c5123b-b075-4dde-80ae-205142ed3df6,Informal Dining and Takeaway,Takeaway,Sweet & Bitter Co.,Up to $15,Enjoy 25% off,25% off the TOTAL BILL,https://www.sweetnbitter.com.au/,,,""LG 03, Queens Plaza, 226 Queen Street, Brisbane QLD 4000, Australia"",Brisbane,QLD,,-27.46721703235135,153.0261718926147,https://www.entertainment.com.au/offer-details/f0c5123b-b075-4dde-80ae-205142ed3df6";;
"b4e23ca8-02dc-4805-a672-ae4e10dce86a,Informal Dining and Takeaway,Cafe,Cafe 33,Up to $10,Enjoy 25% off,25% off the TOTAL BILL,,,,""33 Logan Road, Woolloongabba QLD 4102, Australia"",Woolloongabba,QLD,+61731624394,-27.487575030020846,153.03680405921307,https://www.entertainment.com.au/offer-details/b4e23ca8-02dc-4805-a672-ae4e10dce86a";;
"d10089de-5083-42a6-83d8-45939bdf1ec3,Informal Dining and Takeaway,Cafe,Cafe 33,Up to $10,""Buy one, get one free"",One complimentary HOT or COLD COFFEE or TEA when another  HOT or COLD COFFEE or TEA is purchased,,""Come relax with a coffee, smoothie or fresh juice and enjoy one of our beautiful salads, sweets, quiches or frittata’s, all made daily on site. Or create your own fresh sandwich or wrap. We also have All Day Breakfast and Lunch."",""• When dining alone - one HOT or COLD COFFEE or TEA at 50% off the regular price";;
"• Valid for dine-in and takeaway"",""33 Logan Road, Woolloongabba QLD 4102, Australia"",Woolloongabba,QLD,+61731624394,-27.487575030020846,153.03680405921307,https://www.entertainment.com.au/offer-details/d10089de-5083-42a6-83d8-45939bdf1ec3";;
"cc4232f3-12a9-41da-870d-46a394c6f7e8,Informal Dining and Takeaway,Cafe,Second Home Coffee,Up to $10,""Buy one, get one free"",One complimentary COFFEE when another COFFEE of equal or greater value is purchased,https://secondhome.coffee/,,,""Unit 7 / 63  Bay Terrace, Wynnum QLD 4178, Australia"",Wynnum,QLD,,-27.44250036912264,153.1724709315218,https://www.entertainment.com.au/offer-details/cc4232f3-12a9-41da-870d-46a394c6f7e8";;
"9f50a5f0-727c-4c01-8ec7-c00ff4d1bb4a,Informal Dining and Takeaway,Takeaway,Sweet & Bitter Co.,Up to $10,""Buy one, get one free"",One complimentary SIGNATURE HOT CHOCOLATE (12oz) when another SIGNATURE HOT CHOCOLATE (12oz) of equal or greater value is purchased,https://www.sweetnbitter.com.au/,,,""LG 03, Queens Plaza, 226 Queen Street, Brisbane QLD 4000, Australia"",Brisbane,QLD,,-27.46721703235135,153.0261718926147,https://www.entertainment.com.au/offer-details/9f50a5f0-727c-4c01-8ec7-c00ff4d1bb4a";;
"43abe96c-880b-4dfd-98a5-76221b328ea6,Informal Dining and Takeaway,Food and Drink,Crema Coffee Garage,One bag of coffee,""Buy one, get one free"",One complimentary BAG OF COFFEE when another BAG OF COFFEE of equal or greater value is purchased,https://www.cremacoffeehouse.com.au/,,,""240 South Pine Road, Enoggera QLD 4051, Australia"",Enoggera,QLD,1300137620,-27.417635,152.994749,https://www.entertainment.com.au/offer-details/43abe96c-880b-4dfd-98a5-76221b328ea6";;
"ee132a0c-b0c3-41cf-ad70-f4cabc97883a,Informal Dining and Takeaway,Casual,Grange Bowls Club,One coffee,""Buy one, get one free"",One complimentary COFFEE when another COFFEE of equal or greater value is purchased,https://www.grangethistle.com/bowls,""Built in 1944 The Grange Social Bowls Club is the ideal place to celebrate!  ";;
;;
Whether it's a birthday, anniversary, or corporate event, our club offers the perfect setting for a memorable gathering. ;;
;;
Our dedicated staff will work closely with you to customize your event, from intimate gatherings to larger parties, we have flexible spaces that can accommodate various group sizes. Whether you prefer an outdoor reception or an indoor celebration, we have the versatility to make your vision come to life. ;;
;;
With our weekly specials and monthly special events with food trucks, jumping castle and well-maintained facilities we provide a unique and charming venue that will impress your guests.  ;;
;;
"Make your next special occasion truly remarkable by choosing The Grange Social Bowls Club as your venue. Contact us today to discuss your requirements and let us help you create an unforgettable experience for you and your guests."",""• When dining alone - ONE COFFEE at 50% off the regular price";;
"• Valid for dine-in and takeaway"",""63 Sellheim Street, Grange QLD 4051, Australia"",Grange,QLD,,-27.424286458880353,153.0188171685991,https://www.entertainment.com.au/offer-details/ee132a0c-b0c3-41cf-ad70-f4cabc97883a";;
"d0a40799-689c-4a42-9750-2c53d8d4184f,Informal Dining and Takeaway,Takeaway,Stellarossa - Coffee,One coffee,""Buy one, get one free"",One complimentary COFFEE when another COFFEE of equal or greater value is purchased,https://www.stellarossa.com.au/,""It's all about the freshness of product. From the coffee through to their entire menu selection, Stellarossa strive for quality and value for money. Award-winning coffee. Skilled baristas. Convenient locations."",""• Limit one per customer per day";;
• Not valid in conjunction with other offers;;
"• Valid at all participating Stellarossa Locations."",""Tenancy 1, Bernoth Centre, 677 Ruthven Street, Toowoomba South QLD 4350, Australia"",Toowoomba South,QLD,+61746421140,-27.5730966,151.950895,https://www.entertainment.com.au/offer-details/d0a40799-689c-4a42-9750-2c53d8d4184f";;
"d43fba63-b7db-42e3-9a16-005feda74d5c,Informal Dining and Takeaway,Cafe,The Nurso,One hot drink,""Buy one, get one free"",One complimentary HOT DRINK when another HOT DRINK of equal or greater value is purchased,https://www.thenurso.au/,,,""1666 Old Cleveland Rd, Chandler QLD 4155, Australia"",Chandler,QLD,,-27.507996002141795,153.14658630006554,https://www.entertainment.com.au/offer-details/d43fba63-b7db-42e3-9a16-005feda74d5c";;
"b0b05590-20b6-4349-8316-4cff051e856c,Informal Dining and Takeaway,Pubdining,Archive Beer Boutique,50% off,Enjoy 50% off,50% off a PIZZA,www.archivebeerboutique.com.au,""Archive Beer Boutique is Brisbane's original craft beer bar featuring international + local craft beers, delicious food, live music, pool and arcade games, events and more."",""• Limit 1 per customer";;
"• Entertainment’s dining offers are valid at all times throughout the year, except for a few days known as Optional Days. These days include: • All Official Australian Public Holidays • All Official New Zealand Public Holidays • Good Friday • Valentines Day • Mother’s Day • Father’s Day. All other Entertainment Offers are valid at all times."",""100 Boundary Street, West End QLD 4101, Australia"",West End,QLD,+61738443419,-27.478955200217634,153.0126952672467,https://www.entertainment.com.au/offer-details/b0b05590-20b6-4349-8316-4cff051e856c";;
"21212c4f-972c-4243-b2e7-23ea90d7ddd9,Informal Dining and Takeaway,Italian,3 Black Bears,One pizza,""Buy one, get one free"",One complimentary PIZZA when another PIZZA of equal or greater value is purchased,https://www.3blackbears.com/,""When only the best pizza will do, head into the 3 Black Bears Pizza, now in 3 locations in Brisbane. A huge range of toppings to choose placed atop of a perfectly cooked crust will have the whole family satisfied. Created with fresh quality ingredients 3 Black Bears look forward to making you your next outstanding pizza to enjoy."",• Not to be used with any other promotion,""Shop 2, 1932 Logan Road, Upper Mount Gravatt QLD 4122, Australia"",Upper Mount Gravatt,QLD,+61731302933,-27.55755069496561,153.0810916262724,https://www.entertainment.com.au/offer-details/21212c4f-972c-4243-b2e7-23ea90d7ddd9";;
"340e5b64-f853-4a7d-bb12-866d0b3c24da,Informal Dining and Takeaway,Cafe,Cafetal Coffee Roasters,One coffee,""Buy one, get one free"",One complimentary COFFEE when another COFFEE of equal or greater value is purchased,https://cafetalroasters.com.au/,,,""15 Overend Street, East Brisbane QLD 4169, Australia"",East Brisbane,QLD,+61721047998,-27.48842060752306,153.04049582829384,https://www.entertainment.com.au/offer-details/340e5b64-f853-4a7d-bb12-866d0b3c24da";;
"7e215e16-801d-48ba-b936-4b402aadc053,Informal Dining and Takeaway,Cafe,Cambridge Lane Espresso + Kitchen,One coffee,""Buy one, get one free"",One complimentary COFFEE when another COFFEE of equal or greater value is purchased,,,,""61  Cambridge Pde, Manly QLD 4179, Australia"",Manly,QLD,,-27.45427022604912,153.18468867700477,https://www.entertainment.com.au/offer-details/7e215e16-801d-48ba-b936-4b402aadc053";;
"c4690e27-bdbd-4846-ab3e-452c91c8c729,Informal Dining and Takeaway,Japanese,Noodle Box - Chermside,One serve of 4 spring rolls,""Buy one, get one free"",one complimentary SERVE OF 4 SPRING ROLLS when another SERVE OF 4 SPRING ROLLS of equal or greater value is purchased,https://noodlebox.com.au/,,,""634 Gympie Road, Chermside QLD 4032, Australia"",Chermside,QLD,+61731612324,-27.391403,153.030885,https://www.entertainment.com.au/offer-details/c4690e27-bdbd-4846-ab3e-452c91c8c729";;
"7b03fa3b-7d4f-4d12-9856-d124e5057929,Informal Dining and Takeaway,Contemporary,The Cove Kitchen & Bar,One coffee,""Buy one, get one free"",One complimentary COFFEE when another COFFEE of equal or greater value is purchased,https://www.geebungrsl.com.au/thecove/,""The Cove Kitchen and Bar has changed the dining scene in Geebung.";;
;;
Our menu consists of a variety of mouthwatering dishes, share plates, specialty coffee & a selection of craft beer, wine and signature cocktails.;;
;;
With both indoor seating and al fresco dining options available, and a dining capacity of 170, The Cove Kitchen and Bar will be the place to be!;;
;;
Open early morning for coffees and grab and go breakie options;;
;;
Delicious Breakfast and Brunch Fare;;
;;
Mouthwatering Lunch and Dinner Fare;;
;;
Bar Menu – share plates, sliders etc;;
;;
"Takeaway Pizza - you will be spoilt for choice!"",""• Not to be used with any other offer";;
• Valid for Dine-In;;
"• Entertainment’s dining offers are valid at all times throughout the year, except for a few days known as Optional Days. These days include: • All Official Australian Public Holidays • All Official New Zealand Public Holidays • Good Friday • Valentines Day • Mother’s Day • Father’s Day. All other Entertainment Offers are valid at all times."",""323 Newman Road, Geebung QLD 4034, Australia"",Geebung,QLD,+61732653711,-27.370355387499373,153.04796511819828,https://www.entertainment.com.au/offer-details/7b03fa3b-7d4f-4d12-9856-d124e5057929";;
"9413c484-2760-46a3-bec1-8bc5778d98fa,Informal Dining and Takeaway,Contemporary,The Grove Sports Club,One coffee,""Buy one, get one free"",One complimentary COFFEE when another COFFEE of equal or greater value is purchased,https://fernygrovebowls.com.au/,,,""20 Tramway Street (cnr. of Samford Road), Ferny Grove QLD 4055, Australia"",Ferny Grove,QLD,+61738511889,-27.408803902453663,152.93913729112674,https://www.entertainment.com.au/offer-details/9413c484-2760-46a3-bec1-8bc5778d98fa";;
"435a7a3f-851f-4fa5-9fef-4c20cbbb3fa0,Informal Dining and Takeaway,Cafe,Thr33 Coffee,One coffee,""Buy one, get one free"",One complimentary COFFEE when another COFFEE of equal or greater value is purchased,https://www.thr33coffee.com/,Luxury Coffee Bar with a menu to compliment,• (Valid for dine-in and takeaway),""467 Underwood Road, Rochedale South QLD 4123, Australia"",Rochedale South,QLD,,-27.594990753003955,153.11519793889815,https://www.entertainment.com.au/offer-details/435a7a3f-851f-4fa5-9fef-4c20cbbb3fa0";;
"e76e8b8d-105f-454d-87bd-012e1b432909,Informal Dining and Takeaway,Takeaway,Coffee Iconic,Up to $10,""Buy one, get one free"",One complimentary COFFEE when another COFFEE of equal or greater value is purchased,https://coffeeiconiccafe.wixsite.com/home,,,""340 George Street, Brisbane QLD 4000, Australia"",Brisbane,QLD,+61732113040,-27.469175,153.021815,https://www.entertainment.com.au/offer-details/e76e8b8d-105f-454d-87bd-012e1b432909";;
"51ba2aa2-4586-4ef9-bea5-c12a860fc19c,Informal Dining and Takeaway,Takeaway,Flame Cafe & Kebab,Up to $10,""Buy one, get one free"",one complimentary HOT COFFEE when another HOT COFFEE of equal or greater value is purchased.,https://bopple.app/flame-cafe-and-kebab,,,""591 Wynnum Road, Morningside QLD 4170, Australia"",Morningside,QLD,+61731903371,-27.469002772788997,153.0708819841132,https://www.entertainment.com.au/offer-details/51ba2aa2-4586-4ef9-bea5-c12a860fc19c";;
"be3ad2a6-21eb-4c06-852d-b943ccf536e5,Informal Dining and Takeaway,Takeaway,Miss Claudes Crepes - South Brisbane,25% off,Enjoy 25% off,25% off the TOTAL BILL,https://www.missclaudes.com.au/,,,""33 Manning Street, South Brisbane QLD 4101, Australia"",South Brisbane,QLD,+61731568407,-27.47708104806863,153.01504750123473,https://www.entertainment.com.au/offer-details/be3ad2a6-21eb-4c06-852d-b943ccf536e5";;
"9c0d2dee-a335-433e-bdf3-19cd1180688a,Informal Dining and Takeaway,Takeaway,Noodle Talk,25% off,Enjoy 25% off,25% off the TOTAL BILL,https://noodletalk.business.site/,,""• This offer may be used when dining alone";;
"• Valid for dine-in and takeaway"",""2  Finucane Road, Capalaba QLD 4157, Australia"",Capalaba,QLD,+61732457601,-27.521735040648323,153.20196359525033,https://www.entertainment.com.au/offer-details/9c0d2dee-a335-433e-bdf3-19cd1180688a";;
"3c4f5aa2-6ea9-416b-ada7-1c569dba7248,Informal Dining and Takeaway,Cafe,Banta Coffee House,One coffee,""Buy one, get one free"",One complimentary COFFEE when another COFFEE of equal or greater value is purchased,https://bantercoffeehouse.com.au/,""At Banter we're passionate about great coffee, delicious breakfast & lunch and amazing service! Come on down and meet us!"",""• or when dining alone 50% off ONE COFFEE";;
"• Valid for dine-in and takeaway"",""Shop 1, 190 Radford Road, Manly West QLD 4179, Australia"",Manly West,QLD,+61468406012,-27.467245766362023,153.15404746877522,https://www.entertainment.com.au/offer-details/3c4f5aa2-6ea9-416b-ada7-1c569dba7248";;
"784ae975-d433-43c8-9592-b10d4c467940,Informal Dining and Takeaway,Cafe,Cafe Julz,One Coffee,""Buy one, get one free"",One complimentary COFFEE when another COFFEE of equal or greater value is purchased,https://www.facebook.com/cafejulz,,,""3/98 Bloomfield Street, Cleveland QLD 4163, Australia"",Cleveland,QLD,+61478789385,-27.527481411795147,153.2672388399404,https://www.entertainment.com.au/offer-details/784ae975-d433-43c8-9592-b10d4c467940";;
"5c2641da-4ddd-4bf8-9fe6-1f246a01ddf7,Informal Dining and Takeaway,Cafe,Cakes & Sh!t,One coffee,""Buy one, get one free"",One complimentary COFFEE when another COFFEE of equal or greater value is purchased,https://www.cakesandshit.com.au/,,,""233B Given Terrace, Paddington QLD 4064, Australia"",Paddington,QLD,,-27.461259433119466,153.00520403098366,https://www.entertainment.com.au/offer-details/5c2641da-4ddd-4bf8-9fe6-1f246a01ddf7";;
"7feb25a3-45e5-4f68-a6ac-287a82fe02d8,Informal Dining and Takeaway,Takeaway,Casa Di Louie,One coffee,""Buy one, get one free"",One complimentary COFFEE when another COFFEE of equal or greater value is purchased,https://casa-di-louie.business.site/,""Casa Di Louie vision is to capture the natural tastes and flavours of traditional Italian cuisine"; along with the skill and a passion to deliver an incomparable unique dining experience. Our vision is reflected in every dish presented at Casa Di Louie and is enhanced by purchasing only the freshest possible quality ingredients. A fully licensed venue with an extensive selection of wines, beer, spirits & cocktails. Ideal for any event;" Birthdays, Cocktail Parties, Group Functions, Private Dinners, Team Building Cooking Classes & catering. Being adaptable Louie can deliver the ultimate fine dining experience in the comfort of his restaurant/bar, your home or your venue of choice that will tantalise the taste buds of any of your guests."",• or when dining alone 50% off ONE COFFEE,""Shop 3, 190 Radford Road, Manly West QLD 4179, Australia"",Manly West,QLD,+61420783360,-27.467221482892,153.15453309761125,https://www.entertainment.com.au/offer-details/7feb25a3-45e5-4f68-a6ac-287a82fe02d8"
"ece7cf4f-87b6-45af-a056-19e4071925e1,Informal Dining and Takeaway,Cafe,Flowers by the Bay,One hot drink,""Buy one, get one free"",One complimentary HOT DRINK when another HOT DRINK of equal or greater value is purchased,https://www.flowersbythebay.com.au/,""We provide flowers for every occasion.  Flower arrangements as bouquets, boxed arrangements, vase arrangements, funeral/sympathy flowers, celebration flowers, corporate arrangements, table arrangements, formals and weddings. In store we also have a large range of artificial and dried flowers, plants, gift lines, candles, diffusers, snap button jewellery, soft toys, and cards. We have an in-store Coffee Cafe with barista coffees, speciality teas, milkshakes and thickshakes."",• Or when dining alone - one HOT DRINK at 50% off the regular price,""Shop 18 Eastside Village, 696 New Cleveland Road, Gumdale QLD 4154, Australia"",Gumdale,QLD,,-27.490213994446624,153.15179877843954,https://www.entertainment.com.au/offer-details/ece7cf4f-87b6-45af-a056-19e4071925e1";;
"51974f52-5726-4bc6-8771-190642d03430,Informal Dining and Takeaway,Cafe,Fraiche Deli,One coffee,""Buy one, get one free"",One complimentary COFFEE when another COFFEE of equal or greater value is purchased,,Wholesome tasty food made with love ?? Breakfast & lunch served using locally sourced ingredients Pouring incredible Veneziano Estate blend coffee ?.,• (Valid for dine-in and takeaway),""Shop 7, 158  Graceville Avenue, Graceville QLD 4075, Australia"",Graceville,QLD,,-27.522657383375655,152.98806297050942,https://www.entertainment.com.au/offer-details/51974f52-5726-4bc6-8771-190642d03430";;
"4196b30e-4f5a-4ece-955b-60749607b95e,Informal Dining and Takeaway,International,Fritzenberger - South Bank,One burger,""Buy one, get one free"",One complimentary BURGER when another BURGER of equal or greater value is purchased,https://fritzenberger.com/,,,""11-12 Little Stanley Street, South Brisbane QLD 4101, Australia"",South Brisbane,QLD,+61734850653,-27.4793944012619,153.02269099761153,https://www.entertainment.com.au/offer-details/4196b30e-4f5a-4ece-955b-60749607b95e";;
"f39ea976-b6ce-44ae-b1c4-31511846b534,Informal Dining and Takeaway,Cafe,Frontier Coffee House,One coffee,""Buy one, get one free"",One complimentary COFFEE when another COFFEE of equal or greater value is purchased,,""Frontier Coffee House has been operating in Capalaba for over 7 years. We have been under new management since 2020. We are a small family owned café focused on great customer service, great food and exceptional coffee. We use and support local suppliers and stock Dramanti Coffee beans. We hope to see you at the café soon."",""• or when dining alone, 50% off ONE COFFEE"",""145 Redland Bay Road, Capalaba QLD 4157, Australia"",Capalaba,QLD,,-27.532960312252154,153.19908295898284,https://www.entertainment.com.au/offer-details/f39ea976-b6ce-44ae-b1c4-31511846b534";;
"566da332-8ae4-43b9-8535-e798186337fb,Informal Dining and Takeaway,Takeaway,Joe Crow and Stormbird,One Coffee and cake,""Buy one, get one free"",One complimentary COFFEE AND CAKE when another COFFEE AND CAKE of equal or greater value is purchased,https://joecrowandstormbird.com.au/,,,""30 Albert Street, Shelly Beach QLD 4551, Australia"",Shelly Beach,QLD,+61415176646,-26.797465418247153,153.14525089745683,https://www.entertainment.com.au/offer-details/566da332-8ae4-43b9-8535-e798186337fb";;
"186e512c-0cce-4c1a-9ec4-e923fbb1e9f9,Informal Dining and Takeaway,Takeaway,Just Poppy's,One main menu item,""Buy one, get one free"",One complimentary MAIN MENU ITEM when another MAIN MENU ITEM of equal or greater value is purchased,justpoppys.com.au,,,""Shop 1, 12 Queen Street, Goodna QLD 4300, Australia"",Goodna,QLD,+61733766418,-27.611840404587383,152.89749343964297,https://www.entertainment.com.au/offer-details/186e512c-0cce-4c1a-9ec4-e923fbb1e9f9";;
"9c3efeda-b9a1-4e43-83fb-d14b115c7e61,Informal Dining and Takeaway,Takeaway,Kebab Corner,One soft drink,""Buy one, get one free"",One complimentary SOFT DRINK when another SOFT DRINK of equal or greater value is purchased,,,,""421 Brunswick Street, Fortitude Valley QLD 4006, Australia"",Fortitude Valley,QLD,+61737050351,-27.45870962669085,153.0360275582316,https://www.entertainment.com.au/offer-details/9c3efeda-b9a1-4e43-83fb-d14b115c7e61";;
"02debcdc-dc59-47c3-8f49-8b5ea546fb16,Informal Dining and Takeaway,Dessert,Lou Lou's Gelato Bar,One scoop,""Buy one, get one free"",One complimentary SCOOP when another SCOOP of equal or greater value is purchased.,https://www.facebook.com/LouLous-Ice-cream-coffee-traditional-sweet-shop-1716663298561814/,,,""Shop 10, The Pavilion, 79 Memorial Drive, Eumundi QLD 4562, Australia"",Eumundi,QLD,+61421705137,-26.477023051876316,152.95134996476577,https://www.entertainment.com.au/offer-details/02debcdc-dc59-47c3-8f49-8b5ea546fb16";;
"b8388909-7229-4ac2-a395-19b32226e269,Informal Dining and Takeaway,Cafe,Mermaids by the Bay,One coffee,""Buy one, get one free"",One complimentary COFFEE when another COFFEE of equal or greater value is purchased,https://facebook.com/Mermaids-By-The-Bay-608814525844012/,,,""2  Bayview Terrace, Deception Bay QLD 4508, Australia"",Deception Bay,QLD,,-27.185559793795623,153.03008265788074,https://www.entertainment.com.au/offer-details/b8388909-7229-4ac2-a395-19b32226e269";;
"a501c457-66d0-4176-83b4-85bbb43cc718,Informal Dining and Takeaway,Cafe,Miss Milly’s Espresso,One hot beverage,""Buy one, get one free"",One complimentary HOT BEVERAGE when another HOT BEVERAGE of equal or greater value is purchased,,The old DUDLEY ST crew are back at it!! Still serving up the same amazing coffee and delicious food…. Come and see us in our new space!,• Valid for dine-in and takeaway,""478 Ipswich Road, Annerley QLD 4103, Australia"",Annerley,QLD,,-27.51024074369419,153.03269499549648,https://www.entertainment.com.au/offer-details/a501c457-66d0-4176-83b4-85bbb43cc718";;
"c0ec90ae-1f4b-47dc-a88d-20c666b0193c,Informal Dining and Takeaway,Pubdining,On It Bar,One Schooner of Tap Beer,""Buy one, get one free"",One complimentary SCHOONER OF TAP BEER when another SCHOONER OR TAP BEER of greater or equal value is purchased,https://www.onitburgers.com/,""Your home away from home. Come and relax in the vintage lounges while your personalised bar tender creates drinks of your choice including cocktails, wine, boutique tap and craft beers."",• When dining alone - one SCHOONER OF TAP BEER at 50% off the regular price,""4 Wongabel Street, Kenmore QLD 4069, Australia"",Kenmore,QLD,+61478154621,-27.50887792958173,152.947967211024,https://www.entertainment.com.au/offer-details/c0ec90ae-1f4b-47dc-a88d-20c666b0193c";;
"b1a06944-34ac-4224-8cc7-45df095a2e5c,Informal Dining and Takeaway,Takeaway,One Table Cafe Kenmore,One hot beverage,""Buy one, get one free"",One complimentary HOT BEVERAGE when another HOT BEVERAGE of equal or greater value is purchased,https://kenmore.church/onetable,,,""41 Brookfield Road, Kenmore QLD 4069, Australia"",Kenmore,QLD,+61422504069,-27.50523098385991,152.9358685411026,https://www.entertainment.com.au/offer-details/b1a06944-34ac-4224-8cc7-45df095a2e5c";;
"3c1908a0-5967-495b-a55d-708022756000,Informal Dining and Takeaway,Cafe,Oso Espresso,One hot drink,""Buy one, get one free"",One complimentary HOT DRINK when another HOT DRINK of equal or greater value is purchased,https://osoespresso.au/,,,""116 Wellington Street, Ormiston QLD 4160, Australia"",Ormiston,QLD,,-27.511621600668885,153.25601464714364,https://www.entertainment.com.au/offer-details/3c1908a0-5967-495b-a55d-708022756000";;
"bfa01d08-de6b-4050-b764-93a0aaecfb2c,Informal Dining and Takeaway,Takeaway,Piccolo Coffee Co,One Hot Beverage,""Buy one, get one free"",One complimentary HOT BEVERAGE when another HOT BEVERAGE of equal or greater value is purchased,https://www.facebook.com/piccolocoffeecoaustralia/,,,""Shop 6, 17 Samuel Street, Camp Hill QLD 4152, Australia"",Camp Hill,QLD,+61405547471,-27.50059057498406,153.07612853980126,https://www.entertainment.com.au/offer-details/bfa01d08-de6b-4050-b764-93a0aaecfb2c";;
"460fe340-9ad2-4316-b608-a997c06cfc7b,Informal Dining and Takeaway,Cafe,Pumpkin & Popcorn Party Venue & Cafe,One coffee,""Buy one, get one free"",One COFFEE when another COFFEE of equal or greater value is purchased,https://www.pumpkinandpopcorn.com.au/,,,""Shop 3, 1304 Old Cleveland Road, Carindale QLD 4152, Australia"",Carindale,QLD,+61400502951,-27.50090775401824,153.11632488520345,https://www.entertainment.com.au/offer-details/460fe340-9ad2-4316-b608-a997c06cfc7b";;
"3b7650f6-6c15-4b45-90ca-85bab42112da,Informal Dining and Takeaway,Contemporary,Silky Oak Espresso,One coffee,""Buy one, get one free"",One complimentary COFFEE when another COFFEE of equal or greater value is purchased,https://www.facebook.com/silkyoakespresso/,,,""46 Ainsdale Street, Chermside West QLD 4032, Australia"",Chermside West,QLD,,-27.388413472444373,153.00946316836675,https://www.entertainment.com.au/offer-details/3b7650f6-6c15-4b45-90ca-85bab42112da";;
"354d3298-27e0-4b81-96d4-d864513496cd,Informal Dining and Takeaway,Dessert,Summit Real Icecream & Gelato,One scoop,""Buy one, get one free"",One complimentary SCOOP when another SCOOP of equal or greater value is purchased.,https://www.onitburgers.com/shop/category/premium-ice-cream-gelato-103,""Premium Icecream, Gelato, Sorbet and vegan Icecream."",• When dining alone - one SCOOP at 50% off the regular price,""Shop 2, 4 Wongabel Street, Kenmore QLD 4069, Australia"",Kenmore,QLD,+61478154621,-27.50893502452226,152.94803158403792,https://www.entertainment.com.au/offer-details/354d3298-27e0-4b81-96d4-d864513496cd";;
"8f30e912-d0a8-4c07-84f5-cae1ecb0d8a9,Informal Dining and Takeaway,Contemporary,Sunny Side Sandwiches,One sandwich,""Buy one, get one free"",One complimentary Any SANDWICH when another Any SANDWICH of equal or greater value is purchased,https://www.eatsunnyside.com.au/,,,""173a  Latrobe Terrace, Paddington QLD 4064, Australia"",Paddington,QLD,,-27.45821131571707,152.99436457587342,https://www.entertainment.com.au/offer-details/8f30e912-d0a8-4c07-84f5-cae1ecb0d8a9";;
"8c0ac588-d1d0-45d7-9e38-da417bac1225,Informal Dining and Takeaway,Takeaway,The Cheeky Bean Espresso Bar,One coffee,""Buy one, get one free"",One complimentary COFFEE when another COFFEE of equal or greater value is purchased,https://www.cheekybean.com.au/,,,""Montague Market, Shop 12/ 405 Montague Road, West End QLD 4101, Australia"",West End,QLD,1800331214,-27.48580130000327,153.00141504107532,https://www.entertainment.com.au/offer-details/8c0ac588-d1d0-45d7-9e38-da417bac1225";;
"3cb346cf-f342-4960-b2e4-3950d010f450,Informal Dining and Takeaway,Takeaway,The Eclectic Mix - Vintage - Upcycled - New,One Hot Beverage,""Buy one, get one free"",One complimentary HOT BEVERAGE when another HOT BEVERAGE of equal or greater value is purchased,https://www.facebook.com/Theeclecticmix/,,,""Shop 3, 65 Edith Street, Wynnum QLD 4178, Australia"",Wynnum,QLD,+61407023935,-27.44448215457951,153.17354496877468,https://www.entertainment.com.au/offer-details/3cb346cf-f342-4960-b2e4-3950d010f450";;
"ff75dde6-8c51-4582-a370-0f7a1ab11145,Informal Dining and Takeaway,Cafe,The Hide Green Cafe,One Coffee,""Buy one, get one free"",One complimentary COFFEE when another COFFEE of equal or greater value is purchased,,,,""200 Preston Road, Manly West QLD 4179, Australia"",Manly West,QLD,+61731133449,-27.454736856164033,153.16817826876888,https://www.entertainment.com.au/offer-details/ff75dde6-8c51-4582-a370-0f7a1ab11145";;
"afce23fd-0a1a-4ab3-8814-d7831c8e816a,Informal Dining and Takeaway,Cafe,The Pallet Espresso Bar,One hot beverage,""Buy one, get one free"",One complimentary HOT BEVERAGE when another HOT BEVERAGE of equal or greater value is purchased,,,,""2/161-163 Brisbane Road, Mooloolaba QLD 4557, Australia"",Mooloolaba,QLD,+61487342172,-26.691279,153.115464,https://www.entertainment.com.au/offer-details/afce23fd-0a1a-4ab3-8814-d7831c8e816a";;
